2,AV_L
4,VA_L
5,VLa_L
6,VLp_L
7,VPl_L
8,Pul_L
9,LGN_L
10,MGN_L
11,CM_L
12,MD_L
13,Hb_L
14,MTT_L
16,AV_R
18,VA_R
19,VLa_R
20,VLp_R
21,VPl_R
22,Pul_R
23,LGN_R
24,MGN_R
25,CM_R
26,MD_R
27,Hb_R
28,MTT_R
