region,Hemisphere,seg_index,face,plot_order
thalamus_DPl,L,44,inferior,115
hippocampus_tail,L,56,inferior,116
hippocampus_body_lat,L,41,inferior,117
hippocampus_body_med,L,40,inferior,118
hippocampus_head_lat_2,L,35,inferior,119
hippocampus_head_med_1,L,32,inferior,120
hippocampus_head_med_2,L,33,inferior,121
hippocampus_head_lat_1,L,34,inferior,122
putamen_VA,L,51,inferior,123
thalamus_VAip,R,5,lateral,124
thalamus_VAia,R,6,lateral,125
GP_post,R,27,lateral,126
GP_ant,R,28,lateral,127
thalamus_VPm,R,15,lateral,128
thalamus_DAm,R,18,lateral,129
thalamus_VAs,R,17,lateral,130
thalamus_VPl,R,16,lateral,131
thalamus_DAl,R,19,lateral,132
thalamus_DPm,R,14,lateral,133
thalamus_DPl,R,13,lateral,134
hippocampus_tail,R,25,lateral,135
hippocampus_body_med,R,9,lateral,136
hippocampus_body_lat,R,10,lateral,137
amygdala_SM,R,11,lateral,138
amygdala_CL,R,12,lateral,139
hippocampus_head_med_1,R,1,lateral,140
hippocampus_head_med_2,R,2,lateral,141
hippocampus_head_lat_1,R,3,lateral,142
hippocampus_head_lat_2,R,4,lateral,143
amygdala_lat,R,26,lateral,144
accumbens_core,R,30,lateral,145
caudate_DAi,R,7,lateral,146
caudate_DAs,R,8,lateral,147
caudate_VA,R,24,lateral,148
caudate_post,R,31,lateral,149
putamen_VA,R,20,lateral,150
putamen_DA,R,21,lateral,151
putamen_DP,R,23,lateral,152
putamen_VP,R,22,lateral,153
putamen_DA,R,21,medial,154
putamen_VP,R,22,medial,155
putamen_DP,R,23,medial,156
putamen_VA,R,20,medial,157
thalamus_VPl,R,16,medial,158
accumbens_core,R,30,medial,159
accumbens_shell,R,29,medial,160
caudate_DAi,R,7,medial,161
caudate_DAs,R,8,medial,162
caudate_VA,R,24,medial,163
caudate_post,R,31,medial,164
amygdala_lat,R,26,medial,165
hippocampus_head_lat_1,R,3,medial,166
hippocampus_head_lat_2,R,4,medial,167
hippocampus_body_lat,R,10,medial,168
hippocampus_body_med,R,9,medial,169
hippocampus_head_med_1,R,1,medial,170
hippocampus_head_med_2,R,2,medial,171
amygdala_CL,R,12,medial,172
amygdala_SM,R,11,medial,173
hippocampus_tail,R,25,medial,174
GP_post,R,27,medial,175
GP_ant,R,28,medial,176
thalamus_DAl,R,19,medial,177
thalamus_DPl,R,13,medial,178
thalamus_DPm,R,14,medial,179
thalamus_VPm,R,15,medial,180
thalamus_DAm,R,18,medial,181
thalamus_VAs,R,17,medial,182
thalamus_VAip,R,5,medial,183
thalamus_VAia,R,6,medial,184
hippocampus_head_lat_1,R,3,superior,185
hippocampus_head_lat_2,R,4,superior,186
hippocampus_head_med_1,R,1,superior,187
hippocampus_head_med_2,R,2,superior,188
hippocampus_body_lat,R,10,superior,189
hippocampus_body_med,R,9,superior,190
hippocampus_tail,R,25,superior,191
amygdala_lat,R,26,superior,192
amygdala_SM,R,11,superior,193
amygdala_CL,R,12,superior,194
GP_ant,R,28,superior,195
GP_post,R,27,superior,196
thalamus_DPl,R,13,superior,197
thalamus_DPm,R,14,superior,198
accumbens_core,R,30,superior,199
accumbens_shell,R,29,superior,200
thalamus_VAip,R,5,superior,201
thalamus_VAia,R,6,superior,202
putamen_VA,R,20,superior,203
putamen_DA,R,21,superior,204
putamen_VP,R,22,superior,205
putamen_DP,R,23,superior,206
thalamus_VPl,R,16,superior,207
thalamus_VPm,R,15,superior,208
thalamus_DAl,R,19,superior,209
thalamus_DAm,R,18,superior,210
thalamus_VAs,R,17,superior,211
caudate_VA,R,24,superior,212
putamen_DP,R,23,inferior,213
caudate_DAi,R,7,superior,214
caudate_DAs,R,8,superior,215
caudate_post,R,31,superior,216
caudate_post,R,31,inferior,217
caudate_DAi,R,7,inferior,218
caudate_DAs,R,8,inferior,219
putamen_VP,R,22,inferior,220
caudate_VA,R,24,inferior,221
putamen_DA,R,21,inferior,222
GP_ant,R,28,inferior,223
GP_post,R,27,inferior,224
accumbens_core,R,30,inferior,225
accumbens_shell,R,29,inferior,226
thalamus_DAm,R,18,inferior,227
thalamus_DAl,R,19,inferior,228
thalamus_VPm,R,15,inferior,229
thalamus_VPl,R,16,inferior,230
thalamus_VAs,R,17,inferior,231
thalamus_VAip,R,5,inferior,232
thalamus_VAia,R,6,inferior,233
amygdala_SM,R,11,inferior,234
amygdala_CL,R,12,inferior,235
amygdala_lat,R,26,inferior,236
thalamus_DPm,R,14,inferior,237
thalamus_DPl,R,13,inferior,238
hippocampus_tail,R,25,inferior,239
hippocampus_body_lat,R,10,inferior,240
hippocampus_body_med,R,9,inferior,241
hippocampus_head_lat_2,R,4,inferior,242
hippocampus_head_med_1,R,1,inferior,243
hippocampus_head_med_2,R,2,inferior,244
hippocampus_head_lat_1,R,3,inferior,245
putamen_VA,R,20,inferior,246
