region,Hemisphere,seg_index,face,plot_order
thalamus_VP_med,L,30,lateral,1
thalamus_DA_med,L,34,lateral,2
thalamus_VA_sup,L,33,lateral,3
thalamus_VP_lat,L,31,lateral,4
thalamus_DA_lat,L,35,lateral,5
thalamus_DP,L,46,lateral,6
hippocampus_tail,L,29,lateral,7
hippocampus_body,L,28,lateral,8
amygdala_med,L,45,lateral,9
hippocampus_head_lat,L,27,lateral,10
amygdala_lat,L,44,lateral,11
accumbens_core,L,48,lateral,12
caudate_DA,L,41,lateral,13
caudate_body,L,42,lateral,14
caudate_tail,L,43,lateral,15
putamen_VA,L,36,lateral,16
putamen_DA,L,37,lateral,17
putamen_DP,L,39,lateral,18
putamen_VP,L,38,lateral,19
putamen_DA,L,37,medial,20
putamen_VP,L,38,medial,21
putamen_DP,L,39,medial,22
putamen_VA,L,36,medial,23
thalamus_VP_lat,L,31,medial,24
accumbens_core,L,48,medial,25
accumbens_shell,L,47,medial,26
caudate_DA,L,41,medial,27
caudate_VA,L,40,medial,28
caudate_body,L,42,medial,29
caudate_tail,L,43,medial,30
amygdala_lat,L,44,medial,31
hippocampus_head_lat,L,27,medial,32
hippocampus_body,L,28,medial,33
hippocampus_head_med,L,26,medial,34
amygdala_med,L,45,medial,35
hippocampus_tail,L,29,medial,36
GP_post,L,49,medial,37
GP_ant,L,50,medial,38
thalamus_DA_lat,L,35,medial,39
thalamus_DP,L,46,medial,40
thalamus_VP_med,L,30,medial,41
thalamus_VA_inf,L,32,medial,42
thalamus_DA_med,L,34,medial,43
thalamus_VA_sup,L,33,medial,44
hippocampus_head_lat,L,27,superior,45
hippocampus_head_med,L,26,superior,46
hippocampus_body,L,28,superior,47
hippocampus_tail,L,29,superior,48
amygdala_lat,L,44,superior,49
amygdala_med,L,45,superior,50
GP_ant,L,50,superior,51
GP_post,L,49,superior,52
thalamus_DP,L,46,superior,53
accumbens_core,L,48,superior,54
accumbens_shell,L,47,superior,55
thalamus_VA_inf,L,32,superior,56
putamen_VA,L,36,superior,57
putamen_DA,L,37,superior,58
putamen_VP,L,38,superior,59
putamen_DP,L,39,superior,60
thalamus_VP_lat,L,31,superior,61
thalamus_VP_med,L,30,superior,62
thalamus_DA_lat,L,35,superior,63
thalamus_DA_med,L,34,superior,64
thalamus_VA_sup,L,33,superior,65
caudate_VA,L,40,superior,66
caudate_DA,L,41,superior,67
caudate_body,L,42,superior,68
caudate_tail,L,43,superior,69
caudate_tail,L,43,inferior,70
caudate_body,L,42,inferior,71
caudate_DA,L,41,inferior,72
caudate_VA,L,40,inferior,73
putamen_DA,L,37,inferior,74
putamen_DP,L,39,inferior,75
putamen_VP,L,38,inferior,76
putamen_VA,L,36,inferior,77
GP_ant,L,50,inferior,78
GP_post,L,49,inferior,79
accumbens_core,L,48,inferior,80
accumbens_shell,L,47,inferior,81
thalamus_DA_med,L,34,inferior,82
thalamus_DA_lat,L,35,inferior,83
thalamus_VP_med,L,30,inferior,84
thalamus_VP_lat,L,31,inferior,85
thalamus_VA_sup,L,33,inferior,86
thalamus_VA_inf,L,32,inferior,87
amygdala_med,L,45,inferior,88
amygdala_lat,L,44,inferior,89
thalamus_DP,L,46,inferior,90
hippocampus_tail,L,29,inferior,91
hippocampus_body,L,28,inferior,92
hippocampus_head_lat,L,27,inferior,93
hippocampus_head_med,L,26,inferior,94
thalamus_VP_med,R,5,lateral,95
